Promotion_ID,Start_Date,End_Date,Parent_Company,Category,Brand,Product,Promotion_Type,Discount_Pct,Channels,Target_Regions
PROMO43517,2020-05-04,2020-05-24,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,37,Newspaper,Qassim
PROMO95250,2020-05-04,2020-05-22,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,12,"Influencers, TV, In-Store",Eastern Province
PROMO82334,2020-05-05,2020-05-30,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,0,Social Media,Makkah
PROMO12381,2020-05-07,2020-05-17,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,36,"Radio, In-Store",Eastern Province
PROMO52215,2020-05-09,2020-06-03,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,0,"TV, Social Media","Jazan, Eastern Province"
PROMO88507,2020-05-09,2020-05-22,Nestlé,Dairy,Nido,Nido 900g,Bundle,28,Newspaper,"Makkah, Jazan"
PROMO80191,2020-05-09,2020-05-27,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,"In-Store, SMS","Tabuk, Riyadh"
PROMO32930,2020-05-13,2020-06-02,PepsiCo,Snacks,Lays,Lays Classic 40g,Discount,37,"Influencers, Social Media, Radio","Riyadh, Northern Borders"
PROMO67934,2020-05-13,2020-05-25,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,12,SMS,"Madinah, Riyadh, Hail"
PROMO44794,2020-05-15,2020-06-08,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Bundle,15,"Newspaper, Social Media",Tabuk
PROMO67379,2020-05-15,2020-06-12,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,0,In-Store,Eastern Province
PROMO76171,2020-05-15,2020-05-25,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,16,"SMS, Influencers, In-Store",Tabuk
PROMO57476,2020-05-16,2020-06-01,PepsiCo,Snacks,Lays,Lays Classic 40g,Discount,0,"Influencers, SMS, Radio","Asir, Jazan, Riyadh"
PROMO65788,2020-05-17,2020-05-25,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,0,Radio,"Qassim, Madinah"
PROMO50576,2020-05-22,2020-05-30,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,"Radio, Newspaper, In-Store","Riyadh, Jazan"
PROMO55101,2020-05-22,2020-06-17,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,33,Radio,Hail
PROMO95046,2020-05-24,2020-06-07,PepsiCo,Snacks,Lays,Lays Classic 40g,Discount,30,"In-Store, Newspaper, Social Media",Qassim
PROMO48240,2020-05-26,2020-06-22,PepsiCo,Snacks,Lays,Lays Classic 40g,Discount,12,"SMS, Influencers","Qassim, Madinah"
PROMO68051,2020-05-27,2020-06-11,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,17,"TV, SMS, Influencers",Madinah
PROMO24696,2020-05-27,2020-06-24,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,34,Newspaper,Hail
PROMO55413,2020-05-28,2020-06-24,Nestlé,Dairy,Nido,Nido 900g,Discount,29,TV,"Al Bahah, Hail"
PROMO82655,2020-05-29,2020-06-10,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,0,"Radio, SMS",Hail
PROMO50398,2020-05-29,2020-06-22,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,0,"Radio, SMS","Hail, Eastern Province"
PROMO66331,2020-06-01,2020-06-21,Almarai,Juices,Almarai,Almarai Apple 1.5L,Discount,30,"SMS, TV","Tabuk, Eastern Province"
PROMO99606,2020-06-02,2020-06-24,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,0,SMS,Al Bahah
PROMO10123,2020-06-02,2020-06-18,Unilever,Personal Care,Lux,Lux Body Wash,BOGO,13,Influencers,"Makkah, Asir"
PROMO87153,2020-06-02,2020-06-27,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,8,"TV, SMS",Al Bahah
PROMO48128,2020-06-03,2020-06-21,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,0,"Radio, Newspaper, SMS","Tabuk, Northern Borders"
PROMO94995,2020-06-04,2020-07-02,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,8,Social Media,"Qassim, Jazan, Eastern Province"
PROMO90088,2020-06-04,2020-06-17,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,0,"In-Store, SMS, Influencers",Al Bahah
PROMO51459,2020-06-05,2020-06-26,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,15,Influencers,"Northern Borders, Makkah, Jazan"
PROMO40071,2020-06-05,2020-06-19,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,0,"SMS, Radio","Al Bahah, Asir"
PROMO66909,2020-06-10,2020-06-27,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,30,"Social Media, Newspaper","Jazan, Hail"
PROMO87417,2020-06-11,2020-06-29,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,33,"Radio, Influencers","Qassim, Eastern Province"
PROMO59989,2020-06-13,2020-06-28,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,30,Radio,Northern Borders
PROMO63435,2020-06-15,2020-07-05,Nestlé,Beverages,Milo,Milo 400g,BOGO,0,"SMS, Influencers, Radio","Jazan, Asir"
PROMO48022,2020-06-15,2020-06-29,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,29,"Influencers, TV, In-Store","Northern Borders, Tabuk"
PROMO17424,2020-06-15,2020-07-08,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,14,TV,"Riyadh, Al Bahah"
PROMO64161,2020-06-16,2020-06-30,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,0,"Radio, Influencers",Najran
PROMO76807,2020-06-18,2020-07-14,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,8,"In-Store, Radio",Northern Borders
PROMO47463,2020-06-18,2020-07-04,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,0,"Influencers, Radio",Madinah
PROMO19855,2020-06-18,2020-07-08,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Discount,0,Influencers,"Northern Borders, Tabuk"
PROMO66934,2020-06-19,2020-07-12,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,20,"Social Media, TV","Riyadh, Al Bahah"
PROMO48205,2020-06-20,2020-07-02,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,BOGO,0,"In-Store, Radio",Northern Borders
PROMO60769,2020-06-20,2020-07-12,Nestlé,Dairy,Nido,Nido 900g,BOGO,25,Newspaper,"Al Bahah, Northern Borders"
PROMO85650,2020-06-21,2020-07-13,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,7,"Radio, TV, Influencers","Eastern Province, Asir"
PROMO14186,2020-06-21,2020-07-15,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,0,"In-Store, Social Media","Makkah, Qassim"
PROMO35786,2020-06-23,2020-07-08,Nestlé,Dairy,Nido,Nido 900g,Discount,24,"Radio, Influencers, Newspaper",Northern Borders
PROMO84777,2020-06-23,2020-07-20,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,0,"Radio, Influencers",Asir
PROMO32727,2020-06-23,2020-07-08,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,34,"Radio, TV, Social Media","Hail, Asir, Qassim"
PROMO11010,2020-06-24,2020-07-09,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,22,Influencers,Al Bahah
PROMO67032,2020-06-24,2020-07-13,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,10,Influencers,"Al Bahah, Northern Borders"
PROMO31914,2020-06-25,2020-07-08,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,0,"TV, Social Media","Asir, Madinah, Eastern Province"
PROMO24823,2020-06-26,2020-07-16,Nestlé,Confectionery,Quality,Quality Street Tin,BOGO,15,"Radio, Influencers, In-Store","Al Bahah, Tabuk"
PROMO20173,2020-06-26,2020-07-07,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,0,"SMS, Newspaper",Hail
PROMO67062,2020-06-27,2020-07-06,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,0,"SMS, TV","Najran, Northern Borders, Tabuk"
PROMO59036,2020-06-27,2020-07-08,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,0,"Newspaper, In-Store, Influencers","Tabuk, Madinah, Riyadh"
PROMO26238,2020-06-29,2020-07-27,Unilever,Personal Care,Lux,Lux Body Wash,Discount,7,"SMS, In-Store, Influencers","Jazan, Riyadh"
PROMO43271,2020-06-30,2020-07-20,Almarai,Juices,Almarai,Almarai Apple 1.5L,Discount,28,"Newspaper, SMS, Social Media",Madinah
PROMO10882,2020-06-30,2020-07-19,Nestlé,Dairy,Nido,Nido 900g,Bundle,25,"SMS, TV, Social Media",Hail
PROMO22175,2020-06-30,2020-07-08,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,0,"SMS, Newspaper","Riyadh, Northern Borders, Al Bahah"
PROMO51158,2020-07-01,2020-07-24,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Free Gift,0,Newspaper,Al Bahah
PROMO57399,2020-07-02,2020-07-17,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,36,Newspaper,"Jazan, Riyadh"
PROMO27116,2020-07-03,2020-07-26,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,18,SMS,Asir
PROMO58321,2020-07-03,2020-07-28,Nestlé,Dairy,Nido,Nido 900g,Bundle,33,SMS,"Asir, Al Bahah"
PROMO57671,2020-07-05,2020-07-15,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,37,Newspaper,Qassim
PROMO71299,2020-07-05,2020-07-17,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,8,"Influencers, Radio, In-Store","Al Bahah, Makkah, Riyadh"
PROMO89418,2020-07-07,2020-08-03,Nestlé,Beverages,Milo,Milo 400g,Bundle,9,"SMS, In-Store, Social Media","Madinah, Eastern Province"
PROMO40591,2020-07-08,2020-07-19,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,19,"TV, SMS","Al Bahah, Najran, Madinah"
PROMO57281,2020-07-08,2020-07-30,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,40,"In-Store, TV","Jazan, Makkah, Eastern Province"
PROMO91574,2020-07-10,2020-08-04,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Discount,9,"SMS, TV","Qassim, Asir, Al Bahah"
PROMO68148,2020-07-10,2020-07-21,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,0,"Radio, Newspaper, SMS","Hail, Makkah"
PROMO85832,2020-07-11,2020-07-21,Almarai,Juices,Almarai,Almarai Apple 1.5L,Bundle,30,"In-Store, Newspaper, Social Media",Tabuk
PROMO23039,2020-07-11,2020-08-08,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,23,"Newspaper, Influencers","Northern Borders, Tabuk, Hail"
PROMO20846,2020-07-11,2020-08-05,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,26,"Social Media, SMS","Asir, Qassim"
PROMO86625,2020-07-11,2020-07-31,Nestlé,Confectionery,Quality,Quality Street Tin,Bundle,0,"Social Media, TV","Northern Borders, Qassim"
PROMO27549,2020-07-13,2020-07-31,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Bundle,0,"Newspaper, Influencers","Hail, Tabuk"
PROMO52400,2020-07-13,2020-08-08,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,27,"Influencers, Social Media","Makkah, Asir"
PROMO66775,2020-07-14,2020-08-10,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,0,TV,Riyadh
PROMO81341,2020-07-15,2020-08-05,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,33,In-Store,"Al Bahah, Najran, Hail"
PROMO40603,2020-07-16,2020-07-28,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Bundle,37,"In-Store, SMS","Hail, Eastern Province, Qassim"
PROMO76014,2020-07-19,2020-08-01,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,27,SMS,"Al Bahah, Eastern Province"
PROMO27177,2020-07-19,2020-08-09,Nestlé,Confectionery,KitKat,KitKat 4-finger,Free Gift,18,"Influencers, TV, In-Store",Qassim
PROMO91016,2020-07-20,2020-08-11,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,19,"Influencers, Radio","Najran, Tabuk"
PROMO12867,2020-07-20,2020-08-06,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,18,"Radio, In-Store","Makkah, Riyadh"
PROMO60731,2020-07-21,2020-07-31,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,36,"Radio, Newspaper, TV","Hail, Riyadh, Makkah"
PROMO49342,2020-07-22,2020-08-17,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,19,"TV, Radio","Riyadh, Makkah"
PROMO11885,2020-07-23,2020-08-08,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,0,SMS,"Qassim, Madinah"
PROMO60243,2020-07-24,2020-08-20,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,0,SMS,"Al Bahah, Jazan, Makkah"
PROMO88890,2020-07-24,2020-08-05,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,0,"Social Media, Influencers","Makkah, Qassim"
PROMO66482,2020-07-24,2020-08-04,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,29,"In-Store, SMS, Influencers","Tabuk, Eastern Province"
PROMO42467,2020-07-25,2020-08-18,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,20,In-Store,"Hail, Najran, Asir"
PROMO29866,2020-07-25,2020-08-04,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,6,Influencers,"Riyadh, Najran, Northern Borders"
PROMO11578,2020-07-26,2020-08-11,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Discount,0,TV,"Hail, Northern Borders, Makkah"
PROMO39273,2020-07-26,2020-08-04,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,22,"In-Store, Radio",Northern Borders
PROMO14330,2020-07-27,2020-08-20,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,31,SMS,"Hail, Jazan, Northern Borders"
PROMO98679,2020-07-27,2020-08-09,Nestlé,Confectionery,Quality,Quality Street Tin,Discount,11,"In-Store, Social Media","Hail, Makkah"
PROMO92408,2020-07-27,2020-08-16,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,"Radio, Influencers","Makkah, Jazan"
PROMO64086,2020-07-29,2020-08-19,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,0,Influencers,Makkah
PROMO64859,2020-07-29,2020-08-21,Nestlé,Beverages,Milo,Milo 400g,Free Gift,36,"SMS, In-Store, Radio",Makkah
PROMO78976,2020-07-29,2020-08-14,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,27,"Social Media, Radio, In-Store",Al Bahah
PROMO91094,2020-08-01,2020-08-29,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,32,"In-Store, TV, SMS","Makkah, Eastern Province"
PROMO11515,2020-08-02,2020-08-12,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Discount,30,"In-Store, Social Media, TV","Jazan, Riyadh, Makkah"
PROMO17040,2020-08-03,2020-08-18,Nestlé,Dairy,Nido,Nido 900g,Discount,25,"In-Store, Influencers, Radio",Asir
PROMO74439,2020-08-03,2020-08-15,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,39,"Newspaper, TV, Social Media",Eastern Province
PROMO85403,2020-08-03,2020-08-12,Unilever,Personal Care,Lux,Lux Body Wash,Discount,16,"SMS, Newspaper, In-Store",Najran
PROMO34774,2020-08-03,2020-08-15,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,21,"Newspaper, Influencers",Tabuk
PROMO35061,2020-08-04,2020-08-12,Nestlé,Beverages,Milo,Milo 400g,Bundle,20,In-Store,"Madinah, Northern Borders"
PROMO65998,2020-08-04,2020-08-20,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,7,"Social Media, In-Store, Influencers",Jazan
PROMO18531,2020-08-05,2020-08-29,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,0,"Radio, Newspaper",Hail
PROMO38270,2020-08-05,2020-08-24,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,5,"In-Store, Newspaper, SMS",Al Bahah
PROMO19243,2020-08-05,2020-08-27,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,0,"Influencers, Social Media, Newspaper","Tabuk, Jazan, Northern Borders"
PROMO90895,2020-08-05,2020-08-13,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,"Social Media, Radio","Asir, Northern Borders, Qassim"
PROMO46597,2020-08-05,2020-08-25,Nestlé,Beverages,Milo,Milo 400g,Bundle,6,"SMS, Newspaper, TV","Qassim, Eastern Province, Asir"
PROMO63395,2020-08-06,2020-08-20,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,28,Newspaper,"Jazan, Asir"
PROMO92409,2020-08-06,2020-08-13,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,0,"TV, In-Store",Tabuk
PROMO77098,2020-08-08,2020-09-02,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,0,"Radio, Newspaper","Al Bahah, Jazan"
PROMO34191,2020-08-08,2020-08-26,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,0,"Influencers, SMS","Jazan, Tabuk"
PROMO76541,2020-08-08,2020-09-02,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,6,"Newspaper, Social Media","Tabuk, Hail"
PROMO16954,2020-08-09,2020-08-25,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,20,"In-Store, SMS","Hail, Tabuk, Al Bahah"
PROMO19506,2020-08-10,2020-09-01,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,10,"TV, Social Media","Najran, Makkah"
PROMO27824,2020-08-10,2020-09-07,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,7,TV,Al Bahah
PROMO87928,2020-08-10,2020-09-06,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Free Gift,37,"In-Store, Social Media, SMS","Northern Borders, Riyadh, Qassim"
PROMO71300,2020-08-10,2020-08-27,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,0,"SMS, Influencers, Social Media",Jazan
PROMO60909,2020-08-13,2020-08-30,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,23,SMS,"Al Bahah, Najran, Northern Borders"
PROMO34636,2020-08-13,2020-08-29,Unilever,Personal Care,Lux,Lux Body Wash,BOGO,8,"Social Media, Influencers",Tabuk
PROMO97893,2020-08-13,2020-08-29,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,BOGO,5,"Social Media, Influencers","Asir, Hail"
PROMO20737,2020-08-13,2020-08-23,Nestlé,Beverages,Milo,Milo 400g,Free Gift,0,Newspaper,"Riyadh, Hail, Makkah"
PROMO98818,2020-08-13,2020-09-05,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,38,"In-Store, Newspaper","Jazan, Qassim"
PROMO79375,2020-08-14,2020-09-11,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,"Newspaper, SMS, Influencers","Makkah, Jazan"
PROMO28039,2020-08-14,2020-09-01,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,0,"Influencers, SMS, Radio",Tabuk
PROMO85026,2020-08-15,2020-09-11,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,21,"Influencers, In-Store","Qassim, Asir"
PROMO13016,2020-08-16,2020-08-29,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Free Gift,33,"Social Media, Newspaper, In-Store","Jazan, Madinah"
PROMO22520,2020-08-16,2020-08-29,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,0,"Social Media, TV","Eastern Province, Riyadh, Jazan"
PROMO20862,2020-08-17,2020-09-14,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,10,"Radio, Influencers","Qassim, Al Bahah"
PROMO23595,2020-08-17,2020-09-07,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,26,"Influencers, TV, Newspaper","Madinah, Hail"
PROMO91123,2020-08-19,2020-09-07,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,32,"SMS, In-Store","Najran, Hail, Asir"
PROMO62111,2020-08-19,2020-09-10,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,0,"Social Media, Newspaper, In-Store","Asir, Qassim, Tabuk"
PROMO97630,2020-08-20,2020-09-05,Nestlé,Dairy,Nido,Nido 900g,Discount,37,"TV, Radio","Makkah, Asir"
PROMO92787,2020-08-20,2020-08-31,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Discount,6,"SMS, In-Store, Influencers","Eastern Province, Tabuk"
PROMO27736,2020-08-21,2020-09-08,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,31,"Influencers, SMS",Hail
PROMO96490,2020-08-21,2020-08-28,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,22,"Newspaper, In-Store, Radio","Asir, Jazan"
PROMO50547,2020-08-24,2020-09-11,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,19,"Social Media, SMS, TV",Al Bahah
PROMO35098,2020-08-24,2020-09-18,Nestlé,Confectionery,Quality,Quality Street Tin,BOGO,24,Influencers,Hail
PROMO23592,2020-08-24,2020-09-08,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,0,"Influencers, Radio, SMS","Madinah, Riyadh, Tabuk"
PROMO99350,2020-08-27,2020-09-22,Nestlé,Beverages,Milo,Milo 400g,BOGO,31,"Social Media, Influencers, Radio","Najran, Al Bahah"
PROMO53018,2020-08-28,2020-09-10,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,15,"In-Store, Influencers, Newspaper","Northern Borders, Tabuk"
PROMO11508,2020-08-29,2020-09-25,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Discount,0,Radio,"Jazan, Najran, Eastern Province"
PROMO94111,2020-08-29,2020-09-09,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,0,"TV, SMS","Eastern Province, Northern Borders"
PROMO68630,2020-08-30,2020-09-27,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,29,"In-Store, Newspaper","Jazan, Riyadh, Northern Borders"
PROMO81814,2020-08-30,2020-09-09,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,0,"SMS, In-Store",Asir
PROMO44135,2020-08-31,2020-09-15,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,5,Newspaper,Al Bahah
PROMO70064,2020-08-31,2020-09-15,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,6,"TV, SMS, In-Store",Qassim
PROMO35319,2020-09-01,2020-09-10,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Free Gift,30,"TV, In-Store, Radio","Qassim, Asir, Northern Borders"
PROMO46477,2020-09-01,2020-09-20,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,"Newspaper, In-Store, Influencers","Qassim, Madinah, Makkah"
PROMO84451,2020-09-02,2020-09-18,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,36,"Radio, TV, SMS","Al Bahah, Najran, Makkah"
PROMO81861,2020-09-02,2020-09-14,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,40,Newspaper,"Madinah, Makkah, Najran"
PROMO71559,2020-09-03,2020-09-14,PepsiCo,Beverages,7Up,7Up 1L Bottle,Discount,21,"TV, SMS, Newspaper",Jazan
PROMO19838,2020-09-10,2020-09-24,Nestlé,Beverages,Milo,Milo 400g,Bundle,36,"Newspaper, Social Media, TV","Riyadh, Najran, Tabuk"
PROMO61735,2020-09-11,2020-09-18,PepsiCo,Snacks,Lays,Lays Classic 40g,Bundle,7,"Influencers, TV","Najran, Northern Borders, Asir"
PROMO22100,2020-09-11,2020-10-01,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,23,Newspaper,Eastern Province
PROMO69616,2020-09-12,2020-09-25,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,BOGO,24,Social Media,Hail
PROMO18123,2020-09-20,2020-10-01,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,0,"Social Media, Radio, In-Store","Tabuk, Madinah"
PROMO37068,2020-09-21,2020-10-14,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,38,TV,"Najran, Northern Borders"
PROMO29466,2020-09-22,2020-10-19,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,9,"TV, Influencers, Social Media","Hail, Northern Borders, Al Bahah"
PROMO85772,2020-09-23,2020-10-15,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,34,"Influencers, Social Media, Newspaper",Al Bahah
PROMO25558,2020-09-23,2020-10-09,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,23,"Influencers, Social Media, TV",Hail
PROMO51695,2020-09-24,2020-10-14,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,19,Newspaper,"Tabuk, Asir"
PROMO23672,2020-09-24,2020-10-13,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,34,"SMS, Newspaper","Najran, Riyadh"
PROMO83695,2020-09-26,2020-10-15,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,16,Social Media,"Jazan, Northern Borders"
PROMO67162,2020-09-26,2020-10-20,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,0,Newspaper,Al Bahah
PROMO24718,2020-09-28,2020-10-24,Nestlé,Beverages,Milo,Milo 400g,Discount,8,Radio,"Northern Borders, Madinah"
PROMO17888,2020-09-29,2020-10-11,Nestlé,Dairy,Nido,Nido 900g,Free Gift,0,"In-Store, TV, Influencers",Hail
PROMO74473,2020-09-30,2020-10-20,Almarai,Juices,Almarai,Almarai Apple 1.5L,Bundle,12,Radio,"Asir, Najran"
PROMO77196,2020-09-30,2020-10-14,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,0,"In-Store, Newspaper, Influencers","Qassim, Riyadh"
PROMO81495,2020-10-02,2020-10-22,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,0,"Social Media, TV","Qassim, Northern Borders"
PROMO76455,2020-10-02,2020-10-13,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,25,"SMS, In-Store","Najran, Madinah"
PROMO75225,2020-10-02,2020-10-26,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Bundle,30,Social Media,Northern Borders
PROMO23139,2020-10-04,2020-10-27,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,39,"SMS, Newspaper","Tabuk, Makkah"
